id,type_2_tous,nb_type2
2253afe829,['variante_ingredients'],1
225593e09a,['variante_permutation'],1
2258f16ccd,['variante_permutation'],1
225ab7c4e7,['variante_ingredients'],1
225cbc336e,['variante_principale'],1
225d6de9f6,['variante_ingredients'],1
225d83e4cd,['variante_ingredients'],1
22602d6a71,['variante_permutation'],1
2261317ce9,['variante_principale'],1
2263748ddf,['variante_principale'],1
2266480241,['variante_ingredients'],1
22675c4a29,['variante_ingredients'],1
2267c18e08,['variante_ingredients'],1
2268386002,"['variante_ingredients', 'variante_permutation']",2
226839fe9c,['variante_ingredients'],1
2268e25e06,['variante_ingredients'],1
226a640d77,['variante_permutation'],1
226bd0a36b,['variante_ingredients'],1
2271664e6a,['variante_permutation'],1
227551bc70,['variante_permutation'],1
2275ad1adf,['variante_ingredients'],1
22764b584e,['variante_ingredients'],1
22767253d3,['variante_ingredients'],1
22772652c4,['variante_ingredients'],1
2278a34f33,['variante_ingredients'],1
2278f76172,['variante_ingredients'],1
2279e3a285,['variante_ingredients'],1
227a24f06a,['variante_permutation'],1
227aa8f9c2,['variante_permutation'],1
227f4c1b52,['variante_ingredients'],1
227ff4b3e5,['variante_ingredients'],1
2280c99dcb,['variante_ingredients'],1
22826c190c,['variante_ingredients'],1
2282a27f1a,['variante_permutation'],1
2282d012c4,"['variante_ingredients', 'variante_permutation']",2
2282f6db79,['variante_ingredients'],1
2284823a8f,['variante_ingredients'],1
2286274cd1,['variante_ingredients'],1
22872f4631,['variante_ingredients'],1
2288d1fdf9,['variante_permutation'],1
2289be28f6,['variante_permutation'],1
2289f246b1,['variante_ingredients'],1
228b2ab0d3,['variante_ingredients'],1
228d7a788b,['variante_ingredients'],1
228ee304f9,['variante_ingredients'],1
228f4dc12c,['variante_permutation'],1
2290fcf103,['variante_permutation'],1
2292604f13,['variante_ingredients'],1
2292a17fc8,['variante_ingredients'],1
2295778c06,['variante_ingredients'],1
2296cd7afd,['variante_ingredients'],1
22991aca35,['variante_ingredients'],1
2299753e98,['variante_ingredients'],1
229bca5d8a,"['variante_ingredients', 'variante_permutation']",2
229bdde42b,['variante_permutation'],1
229d039bed,['variante_ingredients'],1
22a420477e,['variante_ingredients'],1
22a834b591,['variante_ingredients'],1
22aa26e129,['variante_ingredients'],1
22aca5144d,['variante_permutation'],1
22ae273643,['variante_ingredients'],1
22afb936ad,['variante_ingredients'],1
22b51d5eee,['variante_ingredients'],1
22b53f8fc9,"['variante_ingredients', 'variante_permutation']",2
22b59448ea,['variante_permutation'],1
22b5ccc984,['variante_permutation'],1
22b67db1c4,['variante_ingredients'],1
22b931b9b4,['variante_ingredients'],1
22ba6d4742,"['variante_ingredients', 'variante_permutation']",2
22bb63dff5,['variante_ingredients'],1
22bc10df6f,['variante_permutation'],1
22bee9cb65,['variante_ingredients'],1
22bf749bac,['variante_ingredients'],1
22c4ce3735,['variante_ingredients'],1
22c649fc6a,['variante_ingredients'],1
22c7345ffb,['variante_permutation'],1
22d001b844,['variante_ingredients'],1
22d31eefe1,['variante_ingredients'],1
22d3ee65e2,['variante_ingredients'],1
22d5377cb5,['variante_ingredients'],1
22d95727a9,['variante_ingredients'],1
22db0bb839,"['variante_ingredients', 'variante_permutation']",2
22dbf9febe,['variante_ingredients'],1
22dc283375,['variante_ingredients'],1
22dc6ce5a1,['variante_ingredients'],1
22dcdefd94,['variante_ingredients'],1
22dd163027,['variante_ingredients'],1
22de7a0929,['variante_ingredients'],1
22dee87fbc,['variante_ingredients'],1
22e0a3de8a,['variante_ingredients'],1
22e1611abc,['variante_ingredients'],1
22e24494b8,['variante_permutation'],1
22e539dd05,['variante_ingredients'],1
22e5c5bbdb,['variante_ingredients'],1
22e70c1a49,['variante_ingredients'],1
22e763f6ec,['variante_ingredients'],1
22e97d8fc1,['variante_ingredients'],1
22ebd00ba1,['variante_permutation'],1
22ed27773c,['variante_permutation'],1
22ef20b217,['variante_ingredients'],1
22efd56c7a,['variante_ingredients'],1
22f2c19677,['variante_ingredients'],1
22f303feb9,['variante_ingredients'],1
22f3c61eb0,['variante_ingredients'],1
22f4b52ca1,['variante_principale'],1
22f8593c60,['variante_ingredients'],1
22f8867347,['variante_ingredients'],1
22fa4535d5,['variante_permutation'],1
22fec4cf1a,['variante_ingredients'],1
22ffe4e3cb,['variante_ingredients'],1
23009d1baf,['variante_ingredients'],1
2301ab42e2,['variante_ingredients'],1
2302e8d13d,['variante_permutation'],1
230829a8bb,['variante_ingredients'],1
2308639887,['variante_ingredients'],1
230978c1e2,['variante_ingredients'],1
230e678eaf,['variante_ingredients'],1
230eee023e,['variante_ingredients'],1
23118bb0c0,['variante_permutation'],1
2311a088d8,['variante_ingredients'],1
2311c7b889,['variante_principale'],1
23157a19bf,['variante_principale'],1
2317db0971,['variante_ingredients'],1
2319670828,['variante_ingredients'],1
231c1e0813,"['variante_ingredients', 'variante_permutation']",2
231cc7bcfa,['variante_permutation'],1
231f93bd1a,['variante_ingredients'],1
2321003716,['variante_ingredients'],1
2321020db8,['variante_ingredients'],1
232348ad38,['variante_principale'],1
2324ccc2cf,"['variante_ingredients', 'variante_permutation']",2
232678092d,['variante_ingredients'],1
2327fbffdf,['variante_ingredients'],1
2328b34aed,['variante_principale'],1
2329d4b8e9,['variante_ingredients'],1
232b23baf1,['variante_ingredients'],1
232cf5fb2f,['variante_ingredients'],1
232e17ca51,['variante_permutation'],1
232eeeab6a,['variante_ingredients'],1
232ffeb6c0,['variante_permutation'],1
2330399edd,['variante_ingredients'],1
23332ee13e,['variante_principale'],1
23359e6e7f,['variante_principale'],1
2339cd1c20,['variante_ingredients'],1
2339da772c,['variante_ingredients'],1
233bb7f6fb,['variante_ingredients'],1
233f27469a,['variante_ingredients'],1
233f2be1bb,['variante_permutation'],1
234274b396,"['variante_ingredients', 'variante_permutation']",2
2343433bbb,['variante_ingredients'],1
23483f5499,['variante_ingredients'],1
234a9290cd,['variante_ingredients'],1
234ab5e08f,['variante_ingredients'],1
2350f46f20,['variante_ingredients'],1
2354a02e25,['variante_ingredients'],1
2357673aee,['variante_ingredients'],1
235adf1046,['variante_ingredients'],1
235af1b987,['variante_ingredients'],1
235b31fa3d,['variante_principale'],1
235ff5879f,['variante_ingredients'],1
2361304466,['variante_ingredients'],1
2363886bab,['variante_ingredients'],1
2364c0792f,['variante_permutation'],1
2365e7cddd,['variante_ingredients'],1
2365fce08f,['variante_ingredients'],1
236a4ce1b0,['variante_ingredients'],1
237092b9b8,['variante_ingredients'],1
237123519e,['variante_ingredients'],1
237144d64b,['variante_ingredients'],1
23737405e5,"['variante_ingredients', 'variante_permutation']",2
2377bc6f0b,['variante_ingredients'],1
2377d1f865,['variante_ingredients'],1
2378480835,"['variante_ingredients', 'variante_permutation']",2
2378cd7a45,['variante_permutation'],1
2378d70531,['variante_ingredients'],1
2379577116,['variante_ingredients'],1
2379d07f84,['variante_permutation'],1
237a0fa58e,['variante_ingredients'],1
238122174b,['variante_ingredients'],1
238226effe,['variante_ingredients'],1
2384594221,['variante_ingredients'],1
2384d32acf,['variante_ingredients'],1
23854afc23,['variante_ingredients'],1
2385a4418d,['variante_principale'],1
2386006cc1,['variante_ingredients'],1
2387048a90,['variante_ingredients'],1
238746aed1,['variante_permutation'],1
238760ee7a,['variante_ingredients'],1
2387daccb4,['variante_principale'],1
2388794f1f,['variante_ingredients'],1
23897374b2,['variante_ingredients'],1
238996ffa5,['variante_ingredients'],1
238a086761,['variante_ingredients'],1
238a45301d,['variante_ingredients'],1
238b1d5160,['variante_ingredients'],1
238b2b0c36,['variante_ingredients'],1
238b76d554,['variante_ingredients'],1
238b9a0a38,['variante_ingredients'],1
238c34fa12,['variante_ingredients'],1
238c79990e,"['variante_ingredients', 'variante_permutation']",2
238d1f36d2,['variante_principale'],1
238e225aa8,['variante_ingredients'],1
239209e817,['variante_permutation'],1
2393b0269f,['variante_ingredients'],1
2393bcafb1,['variante_ingredients'],1
2394617117,['variante_ingredients'],1
239488c0ec,['variante_ingredients'],1
23949ef3f5,['variante_ingredients'],1
2394a66fa4,['variante_principale'],1
2394cc9beb,['variante_ingredients'],1
239577d8d2,['variante_ingredients'],1
2395913896,['variante_permutation'],1
239779de6b,['variante_ingredients'],1
239928f385,['variante_ingredients'],1
239ac839a3,['variante_ingredients'],1
239d9907f8,['variante_ingredients'],1
239e19ab53,['variante_ingredients'],1
23a0ab7027,['variante_ingredients'],1
23a0c2af02,['variante_ingredients'],1
23a23a8a13,"['variante_ingredients', 'variante_permutation']",2
23a291b467,['variante_ingredients'],1
23a2e303af,['variante_ingredients'],1
23a2ef6c08,['variante_ingredients'],1
23a3e445a2,['variante_ingredients'],1
23a6996463,"['variante_ingredients', 'variante_permutation']",2
23a73bd4bb,['variante_ingredients'],1
23aac4d466,['variante_ingredients'],1
23ac5140fa,['variante_principale'],1
23ad315b35,['variante_ingredients'],1
23ae7a4e5b,['variante_ingredients'],1
23b10b6a5e,"['variante_ingredients', 'variante_permutation']",2
23b4176325,['variante_ingredients'],1
23b65d02f3,"['variante_ingredients', 'variante_permutation']",2
23b70fd703,['variante_principale'],1
23b800420d,['variante_principale'],1
23bc24a5c3,['variante_permutation'],1
23bcd506a3,['variante_ingredients'],1
23bfbbf75f,['variante_ingredients'],1
23c3551d5b,['variante_ingredients'],1
23c499fb0f,['variante_ingredients'],1
23c7b66d3c,['variante_ingredients'],1
23c9252cb4,['variante_ingredients'],1
23c950722b,['variante_ingredients'],1
23c9da2157,['variante_ingredients'],1
23ca0d9c7a,['variante_ingredients'],1
23cc52f476,['variante_ingredients'],1
23ce3bacb9,['variante_permutation'],1
23d1e4d325,['variante_ingredients'],1
23d6f14b11,['variante_ingredients'],1
23d7cc08ae,['variante_permutation'],1
23dc2be22b,['variante_permutation'],1
23dc35235c,['variante_ingredients'],1
23dc579d92,"['variante_ingredients', 'variante_permutation']",2
23de1b4688,['variante_ingredients'],1
23de683b0b,['variante_ingredients'],1
23de823ad1,['variante_permutation'],1
23dfcd6a0d,['variante_ingredients'],1
23e49d44bb,['variante_ingredients'],1
23ec35b293,['variante_ingredients'],1
23ec6444fe,['variante_ingredients'],1
23eefca518,['variante_ingredients'],1
23f05d02c6,['variante_ingredients'],1
23f9e1673e,['variante_ingredients'],1
23fb015614,['variante_ingredients'],1
23fddae8b0,['variante_permutation'],1
23fdee79c2,['variante_ingredients'],1
23ffa5937f,['variante_ingredients'],1
23ffa75e5d,['variante_ingredients'],1
24010dee7a,['variante_permutation'],1
24014ea580,['variante_ingredients'],1
2403cf589d,['variante_ingredients'],1
2404ba3bd8,['variante_ingredients'],1
240508dbfb,['variante_ingredients'],1
2405998ba5,['variante_ingredients'],1
240770d260,['variante_ingredients'],1
2407fee679,['variante_ingredients'],1
240aafaa6f,['variante_ingredients'],1
240cda22fc,['variante_ingredients'],1
2410b019b0,['variante_ingredients'],1
2413f37f6e,['variante_permutation'],1
2414c3b161,['variante_ingredients'],1
24166342b7,['variante_ingredients'],1
24171b0345,['variante_ingredients'],1
2418dd6d9b,['variante_permutation'],1
2419db99e7,['variante_ingredients'],1
241a8ad7e2,['variante_ingredients'],1
241b90c1d7,['variante_ingredients'],1
241cc76636,['variante_ingredients'],1
241f9a74d7,['variante_ingredients'],1
2421b1723c,['variante_ingredients'],1
242628eb09,['variante_ingredients'],1
2428043a28,['variante_ingredients'],1
242b3df445,['variante_principale'],1
242e525d6b,['variante_ingredients'],1
242ff6f7ff,['variante_permutation'],1
2430dc2681,['variante_ingredients'],1
2431a5261b,['variante_ingredients'],1
243294f1c3,['variante_ingredients'],1
2432a0d97c,['variante_permutation'],1
2433b2dc5f,['variante_ingredients'],1
2433ca01a9,['variante_ingredients'],1
2434d8f0d8,['variante_ingredients'],1
2435ceb4ea,['variante_permutation'],1
24383a7387,['variante_ingredients'],1
243a0c4daf,['variante_ingredients'],1
243b8d86db,['variante_permutation'],1
243dd565a5,['variante_ingredients'],1
2441d48780,['variante_ingredients'],1
2441f44129,['variante_ingredients'],1
244695273a,['variante_ingredients'],1
244759d3fe,['variante_principale'],1
245550837c,['variante_ingredients'],1
24556d2ec1,['variante_ingredients'],1
245bdfad7c,['variante_ingredients'],1
245fc0329e,['variante_ingredients'],1
246120e068,['variante_ingredients'],1
24619a0475,['variante_principale'],1
246284b21a,['variante_ingredients'],1
246421a86c,['variante_ingredients'],1
24644a0ff1,['variante_ingredients'],1
246934d153,['variante_ingredients'],1
2469a6991b,['variante_ingredients'],1
2469b58e3f,['variante_ingredients'],1
246c2e8622,['variante_ingredients'],1
246d1f7d8f,['variante_permutation'],1
24787aa10e,['variante_ingredients'],1
247aed9d70,['variante_permutation'],1
247c65c469,['variante_ingredients'],1
247e177617,['variante_principale'],1
247e930f93,"['variante_ingredients', 'variante_permutation']",2
2482b62de9,['variante_permutation'],1
24878ee90c,['variante_permutation'],1
248a179816,['variante_ingredients'],1
2492bee75b,['variante_permutation'],1
24976d2a0d,['variante_ingredients'],1
24990a4e71,['variante_permutation'],1
24993856fa,['variante_ingredients'],1
249bbae662,['variante_ingredients'],1
249c2835ef,['variante_permutation'],1
249d063200,['variante_ingredients'],1
249dd8e6f5,['variante_ingredients'],1
249e98d71f,['variante_ingredients'],1
249eae63ba,['variante_ingredients'],1
24a28ba1ff,['variante_ingredients'],1
24a32e8d74,"['variante_ingredients', 'variante_permutation']",2
24a36d5287,['variante_ingredients'],1
24a462ebdc,['variante_ingredients'],1
24a4e69634,['variante_ingredients'],1
24a7057279,['variante_ingredients'],1
24a73c670e,['variante_ingredients'],1
24a7a75fc6,['variante_permutation'],1
24a7dd0617,['variante_ingredients'],1
24a895b2d2,['variante_ingredients'],1
24a89c82d7,['variante_ingredients'],1
24aaec2260,['variante_permutation'],1
24ac700d6a,['variante_ingredients'],1
24ad20f298,['variante_ingredients'],1
24ae22f517,['variante_ingredients'],1
24b174b070,['variante_ingredients'],1
24b1b4af8f,['variante_ingredients'],1
24b2cf3905,"['variante_ingredients', 'variante_permutation']",2
24b4943f8b,['variante_ingredients'],1
24b4b086e9,['variante_ingredients'],1
24b643a640,['variante_ingredients'],1
24b730fc57,['variante_permutation'],1
24b8b2826e,['variante_ingredients'],1
24ba761d44,['variante_ingredients'],1
24bc68bb3d,['variante_ingredients'],1
24bd964302,['variante_ingredients'],1
24beca7221,['variante_ingredients'],1
24c54838c8,['variante_ingredients'],1
24c563e238,['variante_ingredients'],1
24c7f01ec3,['variante_principale'],1
24c9aa006e,['variante_ingredients'],1
24ca4e14a8,['variante_ingredients'],1
24ca9b9636,"['variante_ingredients', 'variante_permutation']",2
24cae39b2c,['variante_ingredients'],1
24cb020519,"['variante_ingredients', 'variante_permutation']",2
24cc8fee0a,['variante_ingredients'],1
24d06822ba,['variante_permutation'],1
24d2737cb8,['variante_ingredients'],1
24d55891a6,['variante_principale'],1
24d78e06bc,['variante_ingredients'],1
24d9216d1b,['variante_ingredients'],1
24da1a392d,['variante_ingredients'],1
24da90398d,"['variante_ingredients', 'variante_permutation']",2
24db1938c5,['variante_ingredients'],1
24dd192c7d,['variante_ingredients'],1
24df7e0ddb,['variante_ingredients'],1
24df83d084,['variante_ingredients'],1
24e505f7c5,['variante_principale'],1
24e6e0cd0e,['variante_ingredients'],1
24eba94741,['variante_principale'],1
24ebc9a9dd,['variante_permutation'],1
24ec6ddcc6,['variante_principale'],1
24ee8a0fd6,['variante_ingredients'],1
24ef9b875f,['variante_ingredients'],1
24f11c8556,['variante_ingredients'],1
24f2040971,['variante_permutation'],1
24f3c27aa0,['variante_ingredients'],1
24f4f39609,['variante_ingredients'],1
24f8aefdaa,['variante_permutation'],1
24f8c42a02,"['variante_ingredients', 'variante_permutation']",2
24fa3155e4,['variante_ingredients'],1
24fa83e5d8,['variante_principale'],1
24fcf7c46a,['variante_ingredients'],1
24fde17dad,['variante_ingredients'],1
2502444905,['variante_ingredients'],1
2504504c04,['variante_principale'],1
2504b313a3,['variante_ingredients'],1
2504ed4f20,['variante_ingredients'],1
2505019722,['variante_ingredients'],1
25073d3f65,['variante_ingredients'],1
2507657cf4,['variante_ingredients'],1
2507bced31,['variante_principale'],1
250bb7d340,['variante_ingredients'],1
250e48f327,['variante_permutation'],1
250e56322d,['variante_ingredients'],1
25107712fa,['variante_ingredients'],1
2510e00eeb,['variante_ingredients'],1
25114b1bcf,['variante_ingredients'],1
251197c80a,['variante_principale'],1
2512333a55,['variante_ingredients'],1
2512fe61a2,['variante_ingredients'],1
2515f52ea7,['variante_ingredients'],1
25176a71b5,['variante_ingredients'],1
2519fbaf20,['variante_ingredients'],1
251c5f2fc3,['variante_ingredients'],1
251da89fb3,['variante_ingredients'],1
251dc039fc,['variante_ingredients'],1
251e95dc98,['variante_ingredients'],1
251f0877a6,['variante_ingredients'],1
25213f9a54,['variante_principale'],1
2521539f5c,['variante_ingredients'],1
252363f8d1,['variante_ingredients'],1
2527804638,['variante_permutation'],1
252b1727f2,"['variante_ingredients', 'variante_permutation']",2
252b19abe6,['variante_ingredients'],1
252d062e9f,['variante_ingredients'],1
252d18fbcf,['variante_ingredients'],1
2532ce45d4,['variante_ingredients'],1
2534510996,['variante_ingredients'],1
2534fc1882,['variante_ingredients'],1
253533fa42,['variante_ingredients'],1
25358955f2,['variante_ingredients'],1
2536dcc53e,['variante_ingredients'],1
2538dea05f,['variante_principale'],1
253a341800,['variante_permutation'],1
253a875954,['variante_ingredients'],1
253aca2753,"['variante_ingredients', 'variante_permutation']",2
253d3d5db3,['variante_ingredients'],1
253dbbdf66,['variante_ingredients'],1
253f315d05,['variante_permutation'],1
2544a3871d,['variante_ingredients'],1
2545e63c8a,['variante_principale'],1
25470419f8,['variante_ingredients'],1
2547889372,['variante_ingredients'],1
254a393382,['variante_ingredients'],1
254cc7b081,['variante_ingredients'],1
254e2f23da,['variante_ingredients'],1
2552e37667,['variante_ingredients'],1
2553cb727c,['variante_principale'],1
2554e029cf,['variante_ingredients'],1
25552e0a58,['variante_permutation'],1
25576679ce,['variante_permutation'],1
2557fc8f38,['variante_ingredients'],1
25594fee77,['variante_principale'],1
255a2c8c46,['variante_ingredients'],1
255afe6653,['variante_ingredients'],1
255bfaa228,['variante_ingredients'],1
255c484f4f,['variante_ingredients'],1
255d265116,['variante_ingredients'],1
255d73db3e,['variante_ingredients'],1
255de3514e,['variante_ingredients'],1
255e9bb30f,['variante_principale'],1
2562fc07f9,['variante_ingredients'],1
2563b088c3,['variante_ingredients'],1
2565f31b34,['variante_permutation'],1
256be01d08,['variante_ingredients'],1
256d68fabc,['variante_ingredients'],1
2570923cd6,['variante_principale'],1
2572ae1586,"['variante_ingredients', 'variante_permutation']",2
257328680e,['variante_principale'],1
25747fb4e3,['variante_principale'],1
257607483b,"['variante_ingredients', 'variante_permutation']",2
2576a53031,['variante_principale'],1
2576df3ad4,"['variante_ingredients', 'variante_permutation']",2
2578512d61,"['variante_ingredients', 'variante_permutation']",2
257aea5723,['variante_ingredients'],1
257b52d866,['variante_permutation'],1
257c47563e,['variante_permutation'],1
257cb2c4d2,['variante_permutation'],1
257f713c88,['variante_ingredients'],1
258119efb4,['variante_permutation'],1
25832c622a,"['variante_ingredients', 'variante_permutation']",2
2584596eaa,['variante_ingredients'],1
25858ee0ed,['variante_permutation'],1
2587752d3b,['variante_permutation'],1
25887074d4,['variante_principale'],1
258891d50b,['variante_ingredients'],1
258bb0d718,"['variante_ingredients', 'variante_permutation']",2
258d39cca0,['variante_ingredients'],1
258d7a913f,['variante_permutation'],1
258ea03e87,['variante_principale'],1
258f3fe014,['variante_ingredients'],1
2590b3d98f,['variante_principale'],1
25977c2437,['variante_ingredients'],1
2597e7b27e,['variante_permutation'],1
259893f867,['variante_ingredients'],1
25989a0d6a,['variante_ingredients'],1
2599d450fa,['variante_principale'],1
259b5fb3e3,['variante_ingredients'],1
259cfb350a,['variante_ingredients'],1
259f91c8c8,['variante_principale'],1
25a8929c1e,['variante_ingredients'],1
25abe216f4,['variante_ingredients'],1
25adb1d99c,['variante_permutation'],1
25b1846398,['variante_ingredients'],1
25b4a73591,['variante_ingredients'],1
25b5236c85,['variante_permutation'],1
25b749348d,['variante_principale'],1
25b779981a,['variante_principale'],1
25bcc72a5f,['variante_ingredients'],1
25bdb30d67,['variante_ingredients'],1
25bdbf4d82,['variante_permutation'],1
25bee5c90f,['variante_ingredients'],1
25c0360dac,['variante_ingredients'],1
25c137d7eb,['variante_ingredients'],1
25c461e654,['variante_ingredients'],1
25c5934856,['variante_permutation'],1
25c5f209dc,['variante_ingredients'],1
25c6727f85,['variante_principale'],1
25c77f5957,['variante_ingredients'],1
25c857ea90,['variante_ingredients'],1
25c97f2760,['variante_permutation'],1
25cd0f291a,['variante_permutation'],1
25d5046a93,['variante_ingredients'],1
25d51a28a7,['variante_ingredients'],1
25d6338fc1,['variante_ingredients'],1
25d643f7e2,['variante_permutation'],1
25d8b1c362,['variante_permutation'],1
25d92a0879,['variante_ingredients'],1
25d93e333c,"['variante_ingredients', 'variante_permutation']",2
25d9d8f32f,['variante_permutation'],1
25da633fc7,['variante_ingredients'],1
25dc496c3d,['variante_principale'],1
25dc693e86,['variante_ingredients'],1
25e09d8fad,['variante_ingredients'],1
25e1e5c6aa,['variante_permutation'],1
25e1e9c11d,['variante_permutation'],1
25e6ba729a,['variante_ingredients'],1
25e7560204,['variante_ingredients'],1
25e8cda626,['variante_principale'],1
25ea296d16,"['variante_ingredients', 'variante_permutation']",2
25eb5f357f,['variante_ingredients'],1
25ecae9c5d,['variante_permutation'],1
25ed01983a,['variante_ingredients'],1
25ed21a287,"['variante_ingredients', 'variante_permutation']",2
25ed346a8f,['variante_permutation'],1
25eda8c353,['variante_ingredients'],1
25eeeb9902,['variante_ingredients'],1
25eefeca3e,"['variante_ingredients', 'variante_permutation']",2
25f092934e,['variante_ingredients'],1
25f169d10e,['variante_permutation'],1
25f1e3e872,['variante_ingredients'],1
25f4de0822,['variante_ingredients'],1
25f4e4bbf7,['variante_ingredients'],1
25f5780723,['variante_permutation'],1
25f659507b,['variante_ingredients'],1
25f86ce008,['variante_principale'],1
25f89fb4fb,['variante_ingredients'],1
25fa12e7b9,['variante_ingredients'],1
25fbefebbb,['variante_ingredients'],1
25fe81162e,['variante_ingredients'],1
25ff866e07,['variante_ingredients'],1
2601872671,['variante_ingredients'],1
26044bc6b4,['variante_ingredients'],1
260a567536,"['variante_ingredients', 'variante_permutation']",2
260ce12cf3,['variante_ingredients'],1
260fc3d841,['variante_permutation'],1
2613adc4de,['variante_ingredients'],1
2613b50feb,['variante_permutation'],1
2614df5636,['variante_permutation'],1
2617504dfa,"['variante_ingredients', 'variante_permutation']",2
26178faf20,['variante_ingredients'],1
2619d86116,['variante_ingredients'],1
261cc7eca2,['variante_ingredients'],1
2621ab7f06,['variante_ingredients'],1
2622633305,['variante_ingredients'],1
2622c87148,"['variante_ingredients', 'variante_permutation']",2
262315e29e,['variante_ingredients'],1
262319e004,['variante_ingredients'],1
26238c9bb7,['variante_ingredients'],1
2625468a1e,['variante_ingredients'],1
2625c132bd,['variante_ingredients'],1
262b9ab20e,['variante_ingredients'],1
2630cf348c,['variante_ingredients'],1
2632811c07,['variante_principale'],1
26329cbf0a,['variante_ingredients'],1
263711ceda,"['variante_ingredients', 'variante_permutation']",2
26375ac335,['variante_ingredients'],1
2638d19b5f,['variante_ingredients'],1
2638d493c0,"['variante_ingredients', 'variante_permutation']",2
263afb62d7,['variante_ingredients'],1
263b012ee8,['variante_ingredients'],1
263b212e97,['variante_ingredients'],1
263d5208e3,"['variante_ingredients', 'variante_permutation']",2
26416facbc,['variante_permutation'],1
2644e2c315,['variante_principale'],1
2646cdedb9,['variante_ingredients'],1
2646d2ea52,['variante_ingredients'],1
264b7088b8,['variante_ingredients'],1
264db10430,"['variante_ingredients', 'variante_permutation']",2
264e8d083d,['variante_ingredients'],1
2651b35e95,['variante_ingredients'],1
26526dae9f,['variante_ingredients'],1
26546a3708,['variante_principale'],1
26559700d5,['variante_ingredients'],1
26566d48be,['variante_ingredients'],1
26573a4f63,['variante_ingredients'],1
2657933760,['variante_ingredients'],1
2657c5e2ed,['variante_ingredients'],1
26586a7d0f,['variante_principale'],1
265870954f,['variante_ingredients'],1
26594715e6,['variante_permutation'],1
265a2f4318,"['variante_ingredients', 'variante_permutation']",2
265b25e8e8,['variante_permutation'],1
265d25baca,['variante_principale'],1
265d2d72e7,['variante_ingredients'],1
265d6ae384,['variante_ingredients'],1
265ddc8947,['variante_ingredients'],1
26608149a7,['variante_ingredients'],1
266622740f,['variante_ingredients'],1
26679e09e1,['variante_permutation'],1
266b04854e,['variante_principale'],1
266bc5983f,['variante_ingredients'],1
266d3db882,['variante_permutation'],1
26700418e1,['variante_ingredients'],1
267266d824,['variante_ingredients'],1
2673ea2d5a,['variante_ingredients'],1
26746167cb,['variante_ingredients'],1
26750cc6d6,['variante_ingredients'],1
26759739fc,"['variante_ingredients', 'variante_permutation']",2
2676296792,['variante_ingredients'],1
267633620e,['variante_ingredients'],1
26793da2a0,['variante_ingredients'],1
2679bb3235,['variante_ingredients'],1
267c40d9b7,['variante_ingredients'],1
267f6cf664,['variante_ingredients'],1
2680fbd09b,['variante_principale'],1
268195b1ca,['variante_ingredients'],1
2683cc82a4,['variante_permutation'],1
26845ab513,['variante_ingredients'],1
2685dddba4,['variante_ingredients'],1
268913e4f7,['variante_ingredients'],1
2689a2e0d8,['variante_ingredients'],1
268b315603,['variante_ingredients'],1
268b7bdfb7,['variante_ingredients'],1
268c966e7f,['variante_ingredients'],1
268ef91026,['variante_ingredients'],1
268f526535,"['variante_ingredients', 'variante_permutation']",2
268fc9134f,['variante_ingredients'],1
2696b44a62,['variante_principale'],1
269e085f30,['variante_ingredients'],1
26a16b2243,['variante_ingredients'],1
26a43ff0b2,['variante_ingredients'],1
26a4ec8463,['variante_permutation'],1
26a528a977,['variante_permutation'],1
26a607e112,['variante_principale'],1
26a63cb991,['variante_ingredients'],1
26ab8062ca,"['variante_ingredients', 'variante_permutation']",2
26acff8d1a,['variante_permutation'],1
26ad81683b,['variante_ingredients'],1
26b08c80d9,['variante_ingredients'],1
26b0e784f4,['variante_ingredients'],1
26b259624d,['variante_ingredients'],1
26b278c4fb,['variante_ingredients'],1
26b30cc189,['variante_ingredients'],1
26ba66283a,['variante_ingredients'],1
26bb2a9a2c,['variante_ingredients'],1
26bb948dd4,['variante_permutation'],1
26bc734cbe,['variante_ingredients'],1
26bcbb8c75,['variante_ingredients'],1
26bd60c1b1,['variante_ingredients'],1
26bdd69f1c,['variante_ingredients'],1
26be00bf14,['variante_permutation'],1
26c03bdf3a,['variante_ingredients'],1
26c0771b91,['variante_permutation'],1
26c3ec3e19,['variante_ingredients'],1
26c548eb5b,['variante_ingredients'],1
26ca239355,['variante_ingredients'],1
26cb13577c,['variante_principale'],1
26cc2d78ae,['variante_ingredients'],1
26cce599f1,['variante_ingredients'],1
26cd36f6f6,['variante_ingredients'],1
26d44aa935,['variante_ingredients'],1
26d6e2e36b,['variante_principale'],1
26d71ccd24,['variante_ingredients'],1
26d9f5f416,['variante_principale'],1
26de52f262,['variante_ingredients'],1
26df357339,['variante_permutation'],1
26e3dda39f,['variante_principale'],1
26e5115ec1,['variante_permutation'],1
26e57e01e1,['variante_ingredients'],1
26e61c3fdd,['variante_permutation'],1
26e7214f7e,['variante_ingredients'],1
26e72fa98a,['variante_ingredients'],1
26e9907245,['variante_principale'],1
26ead32be9,['variante_ingredients'],1
26edbabb8d,['variante_ingredients'],1
26edfd3f37,['variante_ingredients'],1
26ee107b77,['variante_ingredients'],1
26efb1f140,['variante_ingredients'],1
26f09abf69,['variante_permutation'],1
26f128e03b,['variante_ingredients'],1
26f1dc7b8d,['variante_principale'],1
26f333c0e5,"['variante_ingredients', 'variante_permutation']",2
